Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52839","French (FRENCH) Open Sections"," 100","101","Intensive Elem","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1130-130PM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53936","French (FRENCH) Open Sections"," 103","101","Elementary Review","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50233","French (FRENCH) Open Sections"," 231","101","Second Year","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50234","French (FRENCH) Open Sections"," 232","101","Second Year","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53937","Italian (ITALIAN) Open Sections"," 102","101","Elementary","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52840","Italian (ITALIAN) Open Sections"," 230","101","Second Year Ital","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52840","Italian (ITALIAN) Open Sections"," 230","101","Second Year Ital","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1130-130PM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54365","Italian (ITALIAN) Open Sections"," 231","101","Second Year","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53940","Italian (ITALIAN) Open Sections"," 359","101","Culture & History","REC","P  ","M","","W","","","","","05/06/2025","06/20/2025","10-1PM","REMOTE","Ricco'","  13","  13","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53939","Spanish (SPANISH) Open Sections"," 100","101","Intensive Elem Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53939","Spanish (SPANISH) Open Sections"," 100","101","Intensive Elem Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1130-130PM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52575","Spanish (SPANISH) Open Sections"," 103","101","Review-Elementary","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  18","  18","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50333","Spanish (SPANISH) Open Sections"," 230","101","Intensive 2nd Year","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50333","Spanish (SPANISH) Open Sections"," 230","101","Intensive 2nd Year","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1130-130PM","ARR","","  15","  15","Y","8.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50334","Spanish (SPANISH) Open Sections"," 231","101","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53337","Spanish (SPANISH) Open Sections"," 231","102","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51335","Spanish (SPANISH) Open Sections"," 231","103","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","11-1PM","REMOTE","","  12","  12","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53938","Spanish (SPANISH) Open Sections"," 231","104","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1-3PM","REMOTE","","  12","  12","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50335","Spanish (SPANISH) Open Sections"," 232","101","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50336","Spanish (SPANISH) Open Sections"," 232","102","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52677","Spanish (SPANISH) Open Sections"," 232","103","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","11-1PM","REMOTE","","  12","  12","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53114","Spanish (SPANISH) Open Sections"," 232","104","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1-3PM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53338","Spanish (SPANISH) Open Sections"," 232","105","Second Year Span","REC","P R","M","T","","TH","F","","","05/06/2025","06/20/2025","1-3PM","REMOTE","","  10","  10","N","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51963","Spanish (SPANISH) Open Sections"," 277","101","Adv Proficiency Span","REC","P R","M","","W","","F","","","05/06/2025","06/20/2025","9-11AM","REMOTE","Freire Hermida","  18","  18","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53046","Spanish (SPANISH) Open Sections"," 368","101","Literature and Arts","REC","P R","M","","W","","","","","05/06/2025","06/20/2025","1-4PM","REMOTE","Szpiech","  18","  18","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54360","Spanish (SPANISH) Open Sections"," 430","101","Adv Stds Hisp Cult","LEC","P R","","T","","TH","","","","05/06/2025","06/20/2025","10-1PM","REMOTE","Couret","  18","  18","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52234","Gayle Morris Sweetland Center for Writing (WRITING) Open Sections"," 201","101","Dig Media Wrtg Mini","SEM","P  ","","","","","F","","","05/06/2025","06/20/2025","10-12PM","REMOTE","Conway","  20","  20","Y","1.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54395","Slavic (SLAVIC) Open Sections"," 312","101","Cnt Eur Cinema","LAB","P  ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  50","  50","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54396","Slavic (SLAVIC) Open Sections"," 312","102","Cnt Eur Cinema","LEC","A  ","M","","W","","F","","","05/06/2025","06/20/2025","10-12PM","REMOTE",""," "," "," ","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51936","Ukrainian (UKR) Open Sections"," 421","101","Dir Reading UKR Lit","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  25","  25","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52183","Sociology (SOC) Open Sections"," 100","101","Intro to Sociology","LEC","P R","M","","W","","F","","","05/06/2025","06/20/2025","9-11AM","3242 LSA","McGann","  30","  30","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54390","Sociology (SOC) Open Sections"," 210","101","SocSci Statistics","LEC","P  ","M","","W","","F","","","05/06/2025","06/20/2025","1-3PM","4128 LSA","Ybarra","  60","  60","Y","3.00-4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52484","Sociology (SOC) Open Sections"," 218","101","Foundations IGR","SEM","P R","","T","","TH","","","","05/06/2025","06/20/2025","9-12PM","2448 MH","Hicks  she-her-hers","  20","  20","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52869","Sociology (SOC) Open Sections"," 218","102","Foundations IGR","SEM","P R","M","","W","","","","","05/06/2025","06/20/2025","1-4PM","2462 MH","alvarez","  20","  20","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54389","Sociology (SOC) Open Sections"," 305","101","Intro Soc Theory","LEC","P  ","M","","W","","F","","","05/06/2025","06/20/2025","11-1PM","4128 LSA","","  25","  25","N","3.00-4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52641","Sociology (SOC) Open Sections"," 326","101","Comm Action Soc Chg","LEC","P  ","","T","","TH","","","","05/06/2025","06/19/2025","10-1PM","1636 SSWB","Edwin","  20","  20","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53000","Sociology (SOC) Open Sections"," 335","101","Urban Inequality","LEC","P  ","M","","W","","F","","","05/06/2025","06/20/2025","11-1PM","3242 LSA","","  30","  30","Y","3.00-4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52872","Data Science (DATASCI) Open Sections"," 306","102","Stat Computing","LAB","P R","M","","W","","","","","05/06/2025","06/20/2025","11-1PM","ARR","","  25","  25","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52871","Data Science (DATASCI) Open Sections"," 306","101","Stat Computing","LEC","A R","M","","W","TH","","","","05/06/2025","06/20/2025","9-11AM","ARR","Fredrickson"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52867","Statistics (STATS) Open Sections"," 250","103","Intr Stat&Data Anlys","LAB","P  ","M","","W","","","","","05/06/2025","06/20/2025","1-230PM","ARR","","  30","  30","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50560","Statistics (STATS) Open Sections"," 250","105","Intr Stat&Data Anlys","LAB","P  ","M","","W","","","","","05/06/2025","06/20/2025","1130-1PM","2244 USB","","  30","  30","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50559","Statistics (STATS) Open Sections"," 250","101","Intr Stat&Data Anlys","LEC","A  ","M","","W","TH","","","","05/06/2025","06/20/2025","9-11AM","3420 CCCB","Romero"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52573","Statistics (STATS) Open Sections"," 299","101","Undergrad Internship","IND"," D ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  25","  25","N","1.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51652","Statistics (STATS) Open Sections"," 412","101","Intro Prob Stat","LEC","P R","M","","W","TH","","","","05/06/2025","06/20/2025","10-12PM","1528 NUB","Fink","  25","  25","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53006","Statistics (STATS) Open Sections"," 413","102","Appl Regression","LAB","P R","","T","","TH","","","","05/06/2025","06/20/2025","10-1130AM","ARR","","  35","  35","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53005","Statistics (STATS) Open Sections"," 413","101","Appl Regression","LEC","A R","M","","W","","","","","05/06/2025","06/20/2025","10-1PM","ARR","Keane"," "," "," ","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50341","Statistics (STATS) Open Sections"," 425","101","Intro Probabil","LEC","P  ","","T","W","","F","","","05/06/2025","06/20/2025","11-1PM","ARR","","  45","  45","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51975","Statistics (STATS) Open Sections"," 426","101","Intro to Theo Stat","LEC","P R","","T","W","","F","","","05/06/2025","06/20/2025","1-3PM","ARR","Green","  40","  40","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","50991","Statistics (STATS) Open Sections"," 489","101","Ind Study in Stat","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","   1","   1","N","1.00-4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53085","LSA Internships Abroad (INTABRD) Open Sections"," 301","101","Intl Intrnshp Ompksh","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53086","LSA Internships Abroad (INTABRD) Open Sections"," 302","101","Intl Intrnshp SageCr","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  30","  30","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53087","LSA Internships Abroad (INTABRD) Open Sections"," 303","101","Intl Intrnshp CEA CP","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53088","LSA Internships Abroad (INTABRD) Open Sections"," 304","101","Intl Intrnshp IESAbr","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54457","LSA Internships Abroad (INTABRD) Open Sections"," 305","101","Intl Intrnshp ISA","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","2.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54458","LSA Internships Abroad (INTABRD) Open Sections"," 306","101","Intl Intrnshp CIEE","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","3.00-6.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52776","Study Abroad (STDABRD) Open Sections"," 202","101","French 232-extnsn FR","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53023","Study Abroad (STDABRD) Open Sections"," 203","101","Spanish 232-extsn ES","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52777","Study Abroad (STDABRD) Open Sections"," 234","101","Multdscpl Studies ES","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  50","  50","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52778","Study Abroad (STDABRD) Open Sections"," 244","101","Neurosci-Salamnc ES","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52779","Study Abroad (STDABRD) Open Sections"," 245","101","AdvSpan-Santiago ES","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  35","  35","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52873","Study Abroad (STDABRD) Open Sections"," 308","101","EcoQuest NZ","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  10","  10","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52780","Study Abroad (STDABRD) Open Sections"," 312","101","Spanish-Madrid ES","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52874","Study Abroad (STDABRD) Open Sections"," 313","101","MoroccanStds(Sum) MA","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52875","Study Abroad (STDABRD) Open Sections"," 314","101","Arabic Lang (Sum) MA","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52876","Study Abroad (STDABRD) Open Sections"," 315","101","WildlifeMgmt Std TZ","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52787","Study Abroad (STDABRD) Open Sections"," 320","101","Marine Resrc Std TC","LEC","P  ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53054","Study Abroad (STDABRD) Open Sections"," 336","101","CIEE Prague-Psych CZ","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52781","Study Abroad (STDABRD) Open Sections"," 341","101","ColgYrAthens-Sum GR","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  30","  30","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54448","Study Abroad (STDABRD) Open Sections"," 346","101","Arts&Cultur-Kyoto JP","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52782","Study Abroad (STDABRD) Open Sections"," 348","101","EU Freiburg DE","LEC","P  ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52878","Study Abroad (STDABRD) Open Sections"," 373","101","Environmntl Stud BT","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52788","Study Abroad (STDABRD) Open Sections"," 385","101","MultdscplStudies IT","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54449","Study Abroad (STDABRD) Open Sections"," 399","101","Amst-SocCultrGndr NL","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52680","Study Abroad (STDABRD) Open Sections"," 406","101","DIS Summer DK/SE","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  60","  60","N","1.00-10.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53109","Study Abroad (STDABRD) Open Sections"," 432","101","GlbHlth&DevPol CH/MA","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","53024","Study Abroad (STDABRD) Open Sections"," 433","101","IntSt&MDipl CH/BE/FR","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52879","Study Abroad (STDABRD) Open Sections"," 437","101","Wildlife&Ecology KE","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54450","Study Abroad (STDABRD) Open Sections"," 441","101","STEM Research IE","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52783","Study Abroad (STDABRD) Open Sections"," 451","101","Hertford Oxford UK","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52784","Study Abroad (STDABRD) Open Sections"," 455","101","Uni Westminster UK","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52785","Study Abroad (STDABRD) Open Sections"," 456","101","Lond Schl Econ UK","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  35","  35","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","52786","Study Abroad (STDABRD) Open Sections"," 486","101","Sciences Po Paris FR","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00-15.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51744","Women's and Gender Studies (WGS) Open Sections"," 220","101","Women's Hlth","LEC","P  ","","T","","TH","","","","05/06/2025","06/20/2025","1-4PM","REMOTE","Martin","  25","  25","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54341","Women's and Gender Studies (WGS) Open Sections"," 240","101","Int Womn Gndr Stdy","LEC","P  ","M","","W","","","","","05/06/2025","06/20/2025","4-7PM","REMOTE","Simmons"," 250"," 250","Y","4.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","51703","Women's and Gender Studies (WGS) Open Sections"," 330","101","Feminist Thought","SEM","P R","M","","W","","","","","05/06/2025","06/20/2025","9-12PM","REMOTE","Mendoza","  20","  20","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54425","Women's and Gender Studies (WGS) Open Sections"," 343","101","Gndr Race Ethnic US","SEM","P  ","M","","W","","","","","05/06/2025","06/20/2025","11-2PM","REMOTE","Hardiman","  25","  25","Y","3.00",
"Spring 2025","Regular Academic Session","Literature, Sci, and the Arts","54381","Women's and Gender Studies (WGS) Open Sections"," 360","101","Hist of Family in US","LEC","P  ","M","","W","","","","","05/06/2025","06/20/2025","11-2PM","REMOTE","Simmons","  40","  40","N","3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52547","Education (EDUC) Open Sections"," 330","101","ED Empwrmt Internshp","LAB","PD ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Hearn","  25","  25","N","1.00-2.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52760","Education (EDUC) Open Sections"," 416","101","Teach Curr Material","LEC","P R","","T","","TH","","","","05/05/2025","06/06/2025","1-4PM","2218 SEB","Boerst","  10","   9","N","3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52761","Education (EDUC) Open Sections"," 443","101","Exceptionalities","LEC","P R","","","","TH","","","","05/05/2025","06/06/2025","9-12PM","2218 SEB","Fortini","  10","   9","N","2.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52197","Education (EDUC) Open Sections"," 444","101","Tchg with Tech","LEC","P R","","","W","","","","","05/05/2025","06/06/2025","9-12PM","ARR","Keren-Kolb","  10","  10","N","1.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52764","Education (EDUC) Open Sections"," 519","101","Connect Math PracPK6","SEM","P R","","T","","","","","","05/05/2025","06/06/2025","9-12PM","2218 SEB","Boerst","  10","   9","N","1.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52445","Education (EDUC) Open Sections"," 571","101","Prof Sem in Tch Edu","SEM","P R","","","","TH","","","","05/05/2025","06/06/2025","430-630PM","ARR","Stanzler, Coolican","  30","  30","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52446","Education (EDUC) Open Sections"," 571","102","Prof Sem in Tch Edu","SEM","P R","","","","TH","","","","05/05/2025","06/06/2025","430-630PM","ARR","Stanzler, Coolican","  30","  30","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","54418","Education (EDUC) Open Sections"," 590","101","ELD Theory-Practice","SEM","P R","M","","W","","F","","","05/05/2025","05/30/2025","8-5PM","ARR","Daugherty","  12","  12","N","3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","51930","Education (EDUC) Open Sections"," 592","101","Teach Lang Literacy","LEC","P R","M","","W","","F","","","05/05/2025","06/06/2025","9-12PM","2229 SEB","Stull","  16","  15","N","4.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","53021","Education (EDUC) Open Sections"," 592","102","Teach Lang Literacy","SEM","PI ","M","T","W","TH","F","","","05/05/2025","06/06/2025","9-12PM","ARR","Atkins","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52659","Education (EDUC) Open Sections"," 594","102","Ed Multiling Soc","LEC","P R","","T","","TH","","","","05/05/2025","06/06/2025","9-12PM","2334 SEB","Khasnabis","  22","  22","N","3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52531","Education (EDUC) Open Sections"," 595","101","Advocacy Diverse Ss","SEM","P R","M","","W","","F","","","05/05/2025","06/06/2025","1-4PM","2229 SEB","Aretz","  23","  22","N","4.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","53022","Education (EDUC) Open Sections"," 595","102","Advocacy Diverse Ss","SEM","PI ","M","T","W","TH","F","","","05/05/2025","06/06/2025","1-4PM","ARR","Atkins","  25","  25","N","4.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52342","Education (EDUC) Open Sections"," 652","101","Directed Tchg Sec","LAB","P R","M","T","W","TH","F","","","05/06/2025","06/06/2025","7-4PM","ARR","Vonck","   5","   5","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52343","Education (EDUC) Open Sections"," 652","102","Directed Tchg Sec","LAB","P R","M","T","W","TH","F","","","05/06/2025","06/06/2025","7-4PM","ARR","Hochrein","   3","   3","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52344","Education (EDUC) Open Sections"," 652","103","Directed Tchg Sec","LAB","P R","M","T","W","TH","F","","","05/06/2025","06/06/2025","7-4PM","ARR","Louis","   5","   5","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52934","Education (EDUC) Open Sections"," 652","104","Directed Tchg Sec","LAB","P R","M","T","W","TH","F","","","05/06/2025","06/06/2025","7-4PM","ARR","Franchi","   6","   6","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52532","Education (EDUC) Open Sections"," 652","108","Directed Tchg Sec","LAB","P R","M","T","W","TH","F","","","05/06/2025","06/06/2025","7-4PM","ARR","Aretz","   2","   2","N","1.00-3.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52345","Education (EDUC) Open Sections"," 654","101","Prob-Prin Sec Ed","SEM","P R","","T","","","","","","05/06/2025","06/06/2025","430-630PM","2228 SEB","Vonck","   5","   5","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52935","Education (EDUC) Open Sections"," 654","104","Prob-Prin Sec Ed","SEM","P R","","T","","","","","","05/06/2025","06/06/2025","430-630PM","2229 SEB","Franchi","   6","   6","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52346","Education (EDUC) Open Sections"," 654","102","Prob-Prin Sec Ed","SEM","P R","","T","","","","","","05/06/2025","06/06/2025","430-630PM","2346 SEB","Hochrein","   3","   3","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52347","Education (EDUC) Open Sections"," 654","103","Prob-Prin Sec Ed","SEM","P R","","T","","","","","","05/06/2025","06/06/2025","430-630PM","2241 SEB","Louis","   5","   5","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","52533","Education (EDUC) Open Sections"," 654","108","Prob-Prin Sec Ed","SEM","P R","","T","","","","","","05/06/2025","06/06/2025","4-5PM","2320 SEB","Aretz","   2","   2","N","0.50",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","54480","Education (EDUC) Open Sections"," 655","001","Dir Resear Ed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","","  25","  25","N","0.50-6.00",
"Spring 2025","Regular Academic Session","Marsal Family School of Educ","54481","Education (EDUC) Open Sections"," 655","327","Dir Resear Ed Study","IND"," I ","","","","","","","","05/06/2025","06/20/2025","ARR","ARR","Gelman","  25","  25","N","0.50-6.00",
